Query_ID,Analysis_Name,Department,Admission_Type,Disease_Category,Total_Admissions,Gender,Ward_Type,Total_Beds,Occupied_Beds,Available_Beds,Shift,Staff_Count,Doctor_Count,Admission_Count,Admissions_Per_Doctor,Test_Category,Total_Tests,Abnormal_Tests,Total_Bills,Total_Revenue,Average_Bill_Value,Payment_Mode,Payment_Status,Outstanding_Amount,Charge_Type,Total_Charges,Total_Charge_Amount,Average_Charge,Abnormal_Test_Rate,Specialization,Drug_Category,Inventory_Status,Total_Drugs,Total_Prescriptions,Current_Stock,Reorder_Level,Manufacturer_Country,Average_Unit_Cost,Total_Diagnostic_Tests,Revenue_Per_Admission,Tests_Per_Admission
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,9.0,,5268.0,,Germany,287.77777777777777,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,9.0,,5210.0,,Switzerland,247.44444444444446,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,8.0,,5044.0,,India,318.375,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Normal,8.0,,5440.0,,India,232.25,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,8.0,,5017.0,,India,257.875,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,7.0,,5683.0,,Switzerland,183.85714285714286,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,7.0,,3783.0,,USA,265.14285714285717,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Normal,7.0,,4703.0,,Switzerland,252.71428571428572,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,7.0,,3582.0,,UK,186.14285714285714,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,6.0,,2969.0,,UK,248.33333333333334,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Normal,6.0,,2699.0,,USA,239.16666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,6.0,,2677.0,,UK,355.6666666666667,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,6.0,,3732.0,,Switzerland,307.8333333333333,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,6.0,,4087.0,,UK,187.16666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,6.0,,3662.0,,Switzerland,261.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,6.0,,3363.0,,UK,150.16666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,6.0,,4653.0,,USA,292.6666666666667,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,5.0,,2623.0,,Switzerland,312.8,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Normal,5.0,,2605.0,,Germany,262.6,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,5.0,,3480.0,,India,157.8,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,5.0,,3281.0,,Germany,243.8,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,5.0,,2896.0,,Germany,337.8,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Normal,4.0,,2451.0,,USA,186.25,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,4.0,,2106.0,,Germany,201.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Low,4.0,,418.0,,Switzerland,92.75,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,4.0,,2630.0,,UK,198.75,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Low,3.0,,517.0,,Germany,167.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,3.0,,1717.0,,Germany,288.3333333333333,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Low,3.0,,482.0,,UK,240.66666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,3.0,,2025.0,,India,230.66666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,3.0,,1898.0,,Germany,313.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Low,3.0,,393.0,,UK,228.66666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Low,3.0,,249.0,,Switzerland,250.66666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,3.0,,1850.0,,USA,318.6666666666667,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,3.0,,1257.0,,Switzerland,224.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,3.0,,1610.0,,Germany,228.66666666666666,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Normal,3.0,,2373.0,,India,248.33333333333334,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,2.0,,393.0,,Germany,256.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,2.0,,295.0,,USA,75.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Normal,2.0,,1460.0,,UK,111.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,2.0,,254.0,,Germany,176.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Low,2.0,,217.0,,USA,389.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Normal,2.0,,1677.0,,USA,345.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antipyretic,Normal,2.0,,808.0,,India,250.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Low,2.0,,141.0,,Germany,131.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Normal,2.0,,1227.0,,USA,354.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Low,2.0,,420.0,,Switzerland,345.5,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,1.0,,105.0,,India,24.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,1.0,,82.0,,Switzerland,295.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analgesic,Low,1.0,,75.0,,UK,481.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antacid,Low,1.0,,167.0,,USA,404.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,1.0,,102.0,,India,440.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,1.0,,104.0,,Switzerland,346.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,1.0,,131.0,,UK,24.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic,Low,1.0,,78.0,,USA,272.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Low,1.0,,54.0,,UK,215.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antidiabetic,Normal,1.0,,711.0,,USA,445.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antihypertensive,Low,1.0,,74.0,,Germany,396.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Low,1.0,,82.0,,Switzerland,48.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Low,1.0,,104.0,,UK,307.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steroid,Low,1.0,,139.0,,USA,451.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Low,1.0,,130.0,,Germany,334.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Low,1.0,,122.0,,UK,119.0,,,
MA14,How does drug inventory status vary across Drug Category and Manufacturer Country? ============================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamin,Low,1.0,,180.0,,USA,465.0,,,
